,method,finetune,dataset,n_epochs,batch_size,lr,beta,regular_weight,K,Results/test_acc,Results/test_acc_bottom_decile,Results/test_acc_std,Results/test_f1,Results/test_f1_bottom_decile,Results/test_f1_std,Results/test_loss,Results/test_loss_bottom_decile,Results/test_loss_std,Results/val_acc,Results_unseen/test_acc,Results_unseen/test_acc_bottom_decile,Results_unseen/test_acc_std,Results_unseen/test_f1,Results_unseen/test_f1_bottom_decile,Results_unseen/test_f1_std,Results_unseen/test_loss,Results_unseen/test_loss_bottom_decile,Results_unseen/test_loss_std,Results_weighted/test_acc,Results_weighted/test_f1,Results_weighted/test_loss,Results_weighted_unseen/test_acc,Results_weighted_unseen/test_f1,Results_weighted_unseen/test_loss
146,exact,0,sst2,3,16.0,0.5,0.2,,,0.5147714272528345,0.0,0.435576104027265,0.4542040469213446,0.0,0.42363069670840087,2.906041243146155,0.002515595952939728,2.6063949870888754,0.47870758457051377,0.5516993464052288,0.1,0.4032099671207845,0.4563651291237497,0.09090909090909093,0.3835848074020268,2.6850675708515226,0.002516319742426276,2.4127210878877468,0.49085365853658536,0.4416400079923216,3.0491718266964267,0.4907407407407408,0.4263593101236779,3.049855333880125
147,exact,0,sst2,3,16.0,0.05,0.2,,,0.5946585831741976,0.06666666666666667,0.35674841391904555,0.4812380687186776,0.0625,0.3329559710848514,1.2959768762660704,0.034528929740190506,1.1996980695751216,0.6966104424244943,0.585361824806551,0.26666666666666666,0.2843069396042186,0.4426268080790833,0.2368421052631579,0.21103867982492777,1.1244502922084751,0.1677982747554779,0.910484663859657,0.6219512195121951,0.4367376206297066,1.1650659800837209,0.6342592592592593,0.46957844917823593,1.1438991050710212
148,exact,1,sst2,3,16.0,0.005,0.4,,,0.5967037043209812,0.0,0.382586310419062,0.48877092870995753,0.0,0.3663512556983693,1.0338101013456371,0.028468504548072815,0.9757802774373424,0.7119035297025759,0.583450247915258,0.2708333333333333,0.30003339940477464,0.4061018262613175,0.25,0.22439069229170175,0.8621347976773116,0.20165372093518577,0.5930679342260481,0.625,0.497536500824123,0.959522092893788,0.5046296296296297,0.38053843043171914,1.0540250297635794
149,exact,1,sst2,3,16.0,0.1,0.2,,,0.6715366460458331,0.2962962962962963,0.2729447696471208,0.5343935695727302,0.22857142857142856,0.2831067175818155,0.8523690982284045,0.10235379543155432,0.78945408939756,0.7438125852583688,0.6431254225828262,0.3333333333333333,0.21439366050577463,0.5004183368889252,0.25,0.19454793362598652,0.8581014976834179,0.16591132283210755,0.6861218011995709,0.6951219512195121,0.5086582916291087,0.8153309233347522,0.6388888888888888,0.49983307528242166,0.9326406428762885
150,exact,1,sst2,6,16.0,0.5,0.2,,,0.48522857274716547,0.0,0.435576104027265,0.3747066873160239,0.0,0.38239728013614976,0.795471496087242,0.35039129853248596,0.3774127030272863,0.5212924154294862,0.4483006535947712,0.0,0.4032099671207845,0.3021923960971949,0.0,0.3009832885444905,0.8347530789287451,0.4317180037498474,0.35529772221508654,0.5091463414634146,0.3590643059292855,0.7725867687202082,0.5092592592592593,0.3398077405027224,0.7837606462891455
151,exact,1,sst2,6,16.0,0.05,0.2,,,0.6486551776192879,0.2916666666666667,0.3066848696097853,0.511543982022,0.2258064516129032,0.29877242243061153,1.1317623874926412,0.0632721409201622,1.1029626875987857,0.7675739638424262,0.5972962211704604,0.3620689655172414,0.24990770387882105,0.4402246302812592,0.2658227848101266,0.1886605359193348,1.251064581797087,0.1892804503440857,0.9960766629570136,0.6905487804878049,0.4861186142429981,0.9834179847455788,0.6435185185185185,0.46420107427028734,1.1566548856423684
152,exact,1,sst2,6,16.0,0.1,0.2,,,0.6869288235481111,0.26666666666666666,0.29936277838346237,0.5635589127052287,0.22857142857142856,0.304760890221314,0.8842352100060115,0.10406129062175752,0.8551769048590628,0.7588167513036146,0.6613645668995567,0.3448275862068966,0.23972201885247263,0.5404805837883295,0.25641025641025644,0.2328609204953666,0.8604899062139821,0.16372815243623876,0.6922321206582233,0.6920731707317073,0.5058676216224097,0.8691086445529747,0.6620370370370371,0.5138171026278098,0.9387499172654415
153,exact,1,sst2,6,16.0,0.005,0.2,,,0.5792421843594613,0.0,0.3915145729316863,0.4799784669287945,0.0,0.37447273261189257,1.0448454950920625,0.02022569511945431,0.987039965310483,0.6944816978461148,0.5889818571106604,0.2916666666666667,0.29307940935407173,0.4108571120658839,0.25,0.22013091372721896,0.860991664662421,0.2103640894095103,0.5513881521822488,0.5899390243902439,0.48283912281342,1.0629775649271678,0.5185185185185185,0.3922673957217792,0.985288072101496
154,exact,1,sst2,6,16.0,0.01,0.2,,,0.5409651972509524,0.0,0.41205709237134464,0.46474531350051,0.0,0.3964054094760298,1.977811819338824,0.0012652491523812595,1.8593175389736705,0.5320439335618603,0.6733197167755991,0.1111111111111111,0.39082451896212433,0.5840062387897105,0.1,0.3849439813562092,0.981320768945524,0.009148177690804005,1.1429506886612213,0.5182926829268293,0.4512298993488028,2.0590942331017263,0.6527777777777778,0.567518596234022,1.0231283646404603
155,exact,1,sst2,3,16.0,0.05,0.4,,,0.6627118814515335,0.26666666666666666,0.31031258094289427,0.5345909225428066,0.2105263157894737,0.30517629014133013,1.183535893601166,0.02894412726163864,1.1414018500097498,0.7623226511897254,0.6337357260912027,0.29310344827586204,0.2709485920899575,0.4795246676250337,0.22666666666666663,0.20350704359092303,1.1635630495381506,0.11354067623615265,1.0125543977961629,0.676829268292683,0.4952920414147267,1.141450459801623,0.6527777777777778,0.4957666809501164,1.181353028357046
156,exact,1,sst2,3,16.0,0.5,0.2,,,0.48522857274716547,0.0,0.435576104027265,0.3747066873160239,0.0,0.38239728013614976,0.7729866181164663,0.38359859585762024,0.33031856485591027,0.5212924154294862,0.4483006535947712,0.0,0.4032099671207845,0.3021923960971949,0.0,0.3009832885444905,0.8093259420039176,0.4526288747787476,0.3131925639928066,0.5091463414634146,0.3590643059292855,0.7521147111930498,0.5092592592592593,0.3398077405027224,0.7641618169016309
157,exact,1,sst2,3,16.0,0.01,0.2,,,0.541007180227718,0.0,0.4037431993494637,0.4427935137279555,0.0,0.37413844064018936,1.788451986699933,0.001507416721838324,1.6889329236909778,0.5456473939132701,0.6787391067538127,0.1111111111111111,0.3845533643416086,0.6015524263244318,0.1,0.3753230915352557,0.9159366050525029,0.011166286654770374,1.0897402043449256,0.5228658536585366,0.4316620560669121,1.909370193190226,0.6527777777777778,0.5772366490539887,0.9598167106397104
158,exact,1,sst2,3,16.0,0.005,0.2,,,0.5554537043209813,0.0,0.399446738326068,0.4529589313401594,0.0,0.3738242555219538,1.056531322627296,0.029651573930795375,0.9840114586896564,0.6894733156132181,0.5664962249267523,0.1875,0.3221251180933496,0.38930769665843135,0.1698447893569845,0.24088366942793024,0.94124221879547,0.2316477616628011,0.630904505893746,0.5990853658536586,0.48506696442151653,0.9880588143416568,0.46296296296296297,0.3399860947782358,1.127466615427423
159,exact,1,sst2,3,16.0,0.05,0.2,,,0.6700515196183776,0.26666666666666666,0.27943661288616467,0.5298534782681357,0.21052631578947364,0.2817564287550901,1.1092963669735174,0.03654737398028374,1.091956623831877,0.7849296645463438,0.5901793629329126,0.3103448275862069,0.2336280078780558,0.4059262740183793,0.2368421052631579,0.14080888750001522,1.1803586901794971,0.21711222926775617,1.0417773472419931,0.6829268292682927,0.4882365744802858,0.999593580474583,0.625,0.4382845282424961,1.1855356192757394
160,exact,0,sst2,6,,0.1,0.8,,,0.5147714272528345,0.0,0.435576104027265,0.4542040469213446,0.0,0.42363069670840087,2.733069360010797,0.0020026261918246746,2.429451239024757,0.47879146305861786,0.5516993464052288,0.1,0.4032099671207845,0.4563651291237497,0.09090909090909093,0.3835848074020268,2.4902581945760174,0.0020293425768613815,2.265388009619107,0.49085365853658536,0.4416400079923216,2.854276149804408,0.4907407407407408,0.4263593101236779,2.8309717189619765
161,exact,0,sst2,6,,0.01,0.8,,,0.6678711724457702,0.26666666666666666,0.30134165863833784,0.5402467118864139,0.2105263157894737,0.3006708835220328,0.8314806691086922,0.1217530072017601,0.7166564180073255,0.7475160059949854,0.7310639696491623,0.4482758620689655,0.22533600347202373,0.5557549920419818,0.30952380952380953,0.23511580489814188,0.5927436567842961,0.14227181673049927,0.4802700558280666,0.6829268292682927,0.4957422744982022,0.7856823544031458,0.7222222222222222,0.5435237175223255,0.6683126408951702
162,exact,0,sst2,6,,0.5,0.8,,,0.5147714272528345,0.0,0.435576104027265,0.4542040469213446,0.0,0.42363069670840087,2.8577823567311773,0.002782487077638507,2.562872840054451,0.47870758457051377,0.5516993464052288,0.1,0.4032099671207845,0.4563651291237497,0.09090909090909093,0.3835848074020268,2.6406062895897775,0.002782422350719571,2.3724579577839937,0.49085365853658536,0.4416400079923216,2.998464818128524,0.4907407407407408,0.4263593101236779,2.9992252949935696
163,exact,0,sst2,6,,0.005,0.8,,,0.6287066998142261,0.25,0.3167354596193703,0.4908882393962787,0.2,0.2938613760118006,0.7928907194993261,0.13433660566806793,0.630862118951973,0.7004682105469378,0.7093850011268875,0.3620689655172414,0.2560673021134951,0.598869117459028,0.3055555555555556,0.28010657053824745,0.5885455287992954,0.1529831439256668,0.42572649178763994,0.6417682926829268,0.44161712330500585,0.7531120474620654,0.7037037037037037,0.6078175898870394,0.6284468929041866
164,exact,0,sst2,6,64.0,0.05,0.8,,,0.7759853766115965,0.5555555555555556,0.1672126947486139,0.5804397439228774,0.35714285714285715,0.23620839782481895,0.6458163523041135,0.05301733687520027,0.5590719190794328,0.8473564015291128,0.7827648185711066,0.6666666666666666,0.09476733048651978,0.639589447991622,0.41414141414141414,0.18580527274700157,0.6556131705641747,0.22080902755260468,0.35066837385388944,0.774390243902439,0.5382425194598816,0.6451385330668616,0.7685185185185185,0.5736563721995486,0.6740887954279229
165,exact,0,sst2,3,,0.1,0.8,,,0.7102996509390792,0.4,0.26748320695822725,0.5594653990267231,0.28947368421052627,0.2819830656495698,0.9331304212067292,0.0836106687784195,0.820539955332015,0.7665517610871163,0.7081126511907445,0.4666666666666667,0.2001707238128311,0.5471222672676161,0.3333333333333333,0.17884805426689432,0.8629526108503341,0.28422293066978455,0.6082578401906323,0.6996951219512195,0.4959054687236402,0.9177725033557026,0.6805555555555556,0.5142158897124983,1.0090553000293396
166,exact,0,sst2,3,,0.01,0.8,,,0.6461317943716736,0.25925925925925924,0.3191993421701769,0.5209593674475448,0.2058823529411765,0.30685452136531893,0.7150746709801201,0.15226408985979628,0.5334943693252275,0.7211227181874218,0.6923915370746,0.3620689655172414,0.24725980691532587,0.5401681370668712,0.3055555555555556,0.24568196881823748,0.5397872239351272,0.1596754938364029,0.38413842635494216,0.6661585365853658,0.4793086229208026,0.6858124467189333,0.6851851851851852,0.5371079402864586,0.5801029655806444
167,exact,0,sst2,3,,0.5,0.8,,,0.48522857274716547,0.0,0.435576104027265,0.3747066873160239,0.0,0.38239728013614976,0.8011600675682227,0.3454502622286479,0.385615766539578,0.5212924154294862,0.4483006535947712,0.0,0.4032099671207845,0.3021923960971949,0.0,0.3009832885444905,0.833894681930542,0.4339553415775299,0.3569897171211223,0.5091463414634146,0.3590643059292855,0.7799898626782545,0.5092592592592593,0.3398077405027224,0.779874064580158
168,exact,0,sst2,3,,0.005,0.8,,,0.606338134609184,0.14814814814814814,0.3409359641801685,0.4812535221947579,0.12903225806451613,0.3161926690484511,0.7819904653595365,0.1338939666748047,0.5948757162776548,0.66545473202543,0.672175550296747,0.3333333333333333,0.2369514796559197,0.5024843632346261,0.3055555555555556,0.18770006770249256,0.6053689807653427,0.17057541012763977,0.38704851032854987,0.6189024390243902,0.42898622766848926,0.7452502736691158,0.6759259259259259,0.5093673580606046,0.6165368298965471
169,exact,0,sst2,3,64.0,0.05,0.8,,,0.658419252046086,0.26666666666666666,0.30576165703920194,0.5364474507770881,0.2105263157894737,0.30546679939627636,1.021987405601381,0.03706084564328194,0.9741558459441156,0.771595289033898,0.7449011156186612,0.4666666666666667,0.2170231388928324,0.6552185722773958,0.3333333333333333,0.26601685527181057,0.8502076912671328,0.1362423598766327,0.7084254431296751,0.6966463414634146,0.5186073065916026,0.95779125373555,0.7129629629629629,0.5828620000188628,0.9147229772578512
170,exact,0,sst2,6,,0.1,0.6,,,0.6857616237330869,0.3333333333333333,0.26955545859228397,0.5552701536012215,0.2702702702702703,0.28499187903625534,1.0316373525574545,0.0705174133181572,0.9286062645121684,0.7751171812276532,0.6569089474870408,0.4,0.20058414534552707,0.5209492034453336,0.3333333333333333,0.1863720917147814,0.9055879384279252,0.3603762090206146,0.6550452908959581,0.6935975609756098,0.5106109899026661,1.022702076939068,0.6481481481481481,0.49082456602612695,1.0510265707141824
171,exact,0,sst2,6,,0.01,0.6,,,0.614943208226246,0.13333333333333333,0.33175990997880345,0.4844249065813539,0.12903225806451613,0.30333969170379643,0.8226596991468051,0.1236208900809288,0.6599058706040055,0.6821886210311863,0.6626006686199384,0.3275862068965517,0.2477980435804001,0.5005561849038089,0.25339366515837103,0.20585391194775288,0.6388161689043045,0.14641812443733215,0.482444624246636,0.625,0.43324455650334776,0.7868185900023956,0.6712962962962963,0.5085464099453724,0.6805954647284967
172,exact,0,sst2,6,,0.5,0.6,,,0.5147714272528345,0.0,0.435576104027265,0.4542040469213446,0.0,0.42363069670840087,3.0427104064409805,0.0018978321459144352,2.7296590442212483,0.47870758457051377,0.5516993464052288,0.1,0.4032099671207845,0.4563651291237497,0.09090909090909093,0.3835848074020268,2.811189677787479,0.0018983435584232211,2.5266758650854153,0.49085365853658536,0.4416400079923216,3.1924982069964556,0.4907407407407408,0.4263593101236779,3.193163649197366
173,exact,0,sst2,6,,0.005,0.6,,,0.5965515504578636,0.125,0.3509913812949368,0.4731105193432118,0.1111111111111111,0.3209288389577051,0.8590835550129696,0.11203271895647048,0.6848561995326059,0.6447373484262984,0.6489421343249944,0.26666666666666666,0.25925942021771725,0.5074238848832767,0.25339366515837103,0.23844024638032071,0.6758763425052166,0.16669902205467224,0.4613912909190608,0.6036585365853658,0.41405169252852014,0.8197935298553714,0.6481481481481481,0.5158143529501812,0.6871818036737817
174,exact,0,sst2,6,,0.05,0.6,,,0.6618778907748655,0.3333333333333333,0.2836047757273048,0.5218115703196722,0.25,0.2861018695531296,1.1142767542750032,0.01768203265964985,1.0257628500259577,0.7857744736908648,0.7127251896927354,0.4482758620689655,0.2043260983655284,0.5736307470938583,0.3333333333333333,0.2015746450364984,0.8377076879143714,0.23318523168563843,0.6429091530564264,0.6920731707317073,0.49700431622216823,1.0377732766378691,0.6898148148148148,0.5007051830999475,0.9357885150583806
175,exact,0,sst2,3,,0.1,0.6,,,0.6732995806460439,0.25,0.3013773528396661,0.5283610551793657,0.2,0.2924803326941586,1.091590546087669,0.10565879195928574,1.043982168962469,0.7512930018241333,0.6337441777477275,0.3333333333333333,0.22087355549173596,0.4561063388973897,0.3055555555555556,0.15962705684467163,0.9734839856624604,0.21728278696537015,0.7804338591835583,0.6753048780487805,0.47439422064332726,1.0624847487053513,0.6342592592592593,0.4436609283279001,1.1357272401865983
176,exact,0,sst2,3,,0.01,0.6,,,0.6095814537900031,0.2,0.33761516796196883,0.4826756267429439,0.1724137931034483,0.30815301780999055,0.7704383845899649,0.13798911214777915,0.586589857930722,0.6730122820830887,0.6646840019532717,0.3275862068965517,0.24965562304173616,0.5083761077989712,0.25339366515837103,0.21330702826434625,0.5992949083447456,0.1573236733675003,0.42560940508347794,0.6204268292682927,0.43589245815295086,0.7432924528711293,0.6759259259259259,0.5259240163790664,0.6315575838088989
177,exact,0,sst2,3,,0.5,0.6,,,0.5147714272528345,0.0,0.435576104027265,0.4542040469213446,0.0,0.42363069670840087,2.631868428620157,0.00444066571071744,2.3585701598498394,0.47870758457051377,0.5516993464052288,0.1,0.4032099671207845,0.4563651291237497,0.09090909090909093,0.3835848074020268,2.431909107742831,0.004441212862730026,2.1832564292260206,0.49085365853658536,0.4416400079923216,2.761342668990326,0.4907407407407408,0.4263593101236779,2.7619479547332353
178,exact,0,sst2,3,,0.005,0.6,,,0.576660598367423,0.1153846153846154,0.3691044599467618,0.45813054663600894,0.10344827586206896,0.33192997797210155,0.8526221861089157,0.11994023621082306,0.6661453389170747,0.6269689273970693,0.5671199571782737,0.2413793103448276,0.32020549888882327,0.4247111763365633,0.19444444444444445,0.26500640111791024,0.6968618467450142,0.1891762614250183,0.4419568227794083,0.5807926829268293,0.3976193104553971,0.815858092837649,0.6296296296296297,0.4953610217198108,0.6859143730252981
179,exact,0,sst2,3,,0.05,0.6,,,0.6743530049347622,0.3333333333333333,0.29196816000085574,0.5539761030805139,0.25,0.3018422425835983,0.8550912100597723,0.044677138328552246,0.7727381290042372,0.7655552575873193,0.7175835774922996,0.4666666666666667,0.19964846656430213,0.5733913188366896,0.3333333333333333,0.20683303492040456,0.6713543847203255,0.19482986629009247,0.5191199533595962,0.6935975609756098,0.5118493017802291,0.8187580770211687,0.6851851851851852,0.48368873863547457,0.745242907424216
180,exact,0,sst2,6,,0.1,0.4,,,0.6353308945947171,0.25,0.31157169418227515,0.492583100992025,0.2,0.2913081534107477,0.9443213466579576,0.06632715463638306,0.8271942320849787,0.7718038819864448,0.687498027946811,0.4666666666666667,0.17749376022393207,0.522035389390866,0.3181818181818182,0.17838306995190523,0.7450860023498536,0.2807994782924652,0.48961134732891914,0.6783536585365854,0.47255667669311,0.8684712813197487,0.6759259259259259,0.48706552580686285,0.8359756655991077
181,exact,0,sst2,3,,0.1,0.4,,,0.6601986489828058,0.2916666666666667,0.29643765716057435,0.5172652615141041,0.2258064516129032,0.28683117559527266,1.0311578433043465,0.07921686587911664,0.9720424886678244,0.7375134853468288,0.6664375328675531,0.4666666666666667,0.20209750392497644,0.4951059222295452,0.3333333333333333,0.17979218407543654,0.8392859995365143,0.1863500624895096,0.654836913610785,0.6600609756097561,0.4595688541247765,1.0053105765833696,0.6620370370370371,0.4822269981669206,0.9663327363216214
182,exact,0,sst2,3,,0.5,0.4,,,0.48522857274716547,0.0,0.435576104027265,0.3747066873160239,0.0,0.38239728013614976,0.7946809094286327,0.3541325628757477,0.3727697094217319,0.5212924154294862,0.4483006535947712,0.0,0.4032099671207845,0.3021923960971949,0.0,0.3009832885444905,0.8262581020593643,0.439731240272522,0.34506733796413114,0.5091463414634146,0.3590643059292855,0.774200248509282,0.5092592592592593,0.3398077405027224,0.7741122917720565
183,exact,0,sst2,6,,0.5,0.4,,,0.48522857274716547,0.0,0.435576104027265,0.3747066873160239,0.0,0.38239728013614976,0.8620480100991148,0.27953270077705383,0.4929001403108429,0.5212924154294862,0.4483006535947712,0.0,0.4032099671207845,0.3021923960971949,0.0,0.3009832885444905,0.9038472950458528,0.39269670844078064,0.45628094400312375,0.5091463414634146,0.3590643059292855,0.834984453395009,0.5092592592592593,0.3398077405027224,0.8348609071086954
184,exact,0,sst2,6,,0.05,0.4,,,0.6537757507178021,0.25,0.3122682015514362,0.528422908227585,0.2,0.30813842090449045,0.8911205187111839,0.04758967086672783,0.7957748276005948,0.7529870525410074,0.713825125835775,0.43103448275862066,0.23835552806399116,0.5875965716857479,0.30120481927710846,0.23624407764448097,0.7097679555416108,0.20092669129371643,0.5474597111798686,0.6737804878048781,0.4919356411251665,0.8644077403338842,0.6898148148148148,0.5103316220118962,0.7961089404092895
185,exact,0,sst2,6,,0.01,0.4,,,0.5774892592632195,0.07407407407407407,0.3699761866146926,0.4552975546789827,0.06896551724137931,0.33366933610365634,0.8502326171111427,0.11228571087121964,0.6728534306234549,0.6359392807361818,0.6332550146495379,0.26666666666666666,0.27617166750957634,0.5085526750950827,0.25339366515837103,0.2493071842167437,0.694238194078207,0.16102488338947296,0.4935145943667472,0.5823170731707317,0.39326105636807984,0.821882551899407,0.625,0.5145717350744712,0.7116154612697385
186,exact,0,sst2,6,,0.005,0.4,,,0.5615071662389606,0.037037037037037035,0.3847127926143096,0.4418542920883072,0.03571428571428571,0.34373523530399114,0.8988935682090056,0.10225336253643036,0.7139012794143524,0.6112953283677051,0.6132550146495379,0.26666666666666666,0.28495787499383396,0.47437347710009525,0.25,0.24438278451021,0.7592147387564182,0.2115703970193863,0.49095288806471754,0.5655487804878049,0.38081510806821584,0.8650604256161875,0.6157407407407407,0.4763598860073589,0.7414604505799987
187,exact,0,sst2,3,,0.005,0.4,,,0.5486305412299826,0.0,0.39824875945152854,0.43191556511760343,0.0,0.35285577821763947,0.9227691100430532,0.09834352135658264,0.7323051323832627,0.5968099664529364,0.518809443317557,0.13793103448275862,0.34911597320495497,0.3825381065882542,0.1212121212121212,0.274040118444694,0.7878140993416309,0.2119538336992264,0.5045020003428424,0.5564024390243902,0.3739233763007397,0.8877183167865818,0.5787037037037037,0.44229989869982256,0.7607965272402873
188,exact,0,sst2,3,,0.01,0.4,,,0.5864909145148747,0.1111111111111111,0.3620699288055823,0.4653759885627634,0.1,0.3292294435315422,0.8082404309291054,0.12096412479877472,0.6186867516123759,0.6356298294674892,0.6349791525805724,0.26666666666666666,0.27354586855438445,0.5097196771071552,0.25339366515837103,0.24774882468087137,0.6532466158270835,0.16834408044815063,0.4474660810437502,0.5899390243902439,0.4055251519131441,0.7845870426731048,0.6296296296296297,0.5177053515883693,0.6701249210508885
189,exact,0,sst2,6,,0.1,0.2,,,0.6348379066327731,0.26666666666666666,0.2997712772563846,0.4904403594755566,0.21052631578947364,0.28603728940453005,0.859522879180837,0.09590146690607072,0.6972816424208046,0.7257782021220137,0.6807360453760047,0.4,0.1950275955289589,0.5303057070648329,0.3333333333333333,0.17617523348885394,0.7196595154702663,0.20345371961593628,0.5014724984724243,0.6600609756097561,0.45691922136308005,0.8136076143241442,0.6759259259259259,0.5072381196397204,0.7979088141755374
190,exact,0,sst2,3,,0.05,0.4,,,0.6572588765128559,0.25,0.31578715720733597,0.529567497561916,0.2,0.31051546324472457,0.7777098117452679,0.08862844109535217,0.6594009630686869,0.7406235156072852,0.6818567350311773,0.46551724137931033,0.1935237402481477,0.5141991807655282,0.3176470588235294,0.1670590998567364,0.6317089766263961,0.21393385529518127,0.4613024333527799,0.6737804878048781,0.4888878908149336,0.7548236865976189,0.6898148148148148,0.484462790394543,0.6630026419405584
191,exact,0,sst2,6,,0.01,0.2,,,0.5628783546954734,0.037037037037037035,0.3860751647775093,0.44286727972253576,0.03571428571428571,0.34388513247195357,0.8585856211992601,0.11379914730787276,0.6722394056284194,0.6083443468206616,0.5964734054541356,0.1724137931034483,0.30799493512088383,0.4599304691276756,0.14705882352941177,0.26038030221219605,0.7413542300462723,0.1920959949493408,0.48828473951978185,0.5640243902439024,0.3758985743823278,0.8352668792883888,0.5972222222222222,0.46147863436140135,0.7305960088140435
192,exact,0,sst2,3,,0.1,0.2,,,0.6339814513813369,0.25,0.3103480034196669,0.4904122738348914,0.2,0.2880646138817303,0.9402002371254968,0.0757429762320085,0.8242865179216241,0.6801517981790224,0.6400655472917137,0.3448275862068966,0.2337963115649773,0.48917739474588445,0.3055555555555556,0.2176881694740276,0.7260966368019581,0.12550999224185944,0.5391261541064687,0.6554878048780488,0.4558500236367101,0.8988188843515407,0.6574074074074074,0.4871856424876756,0.7837037563117014
193,exact,0,sst2,6,,0.5,0.2,,,0.48522857274716547,0.0,0.435576104027265,0.3747066873160239,0.0,0.38239728013614976,0.8105764885291908,0.3334667980670929,0.4037122936749295,0.5212924154294862,0.4483006535947712,0.0,0.4032099671207845,0.3021923960971949,0.0,0.3009832885444905,0.8447925835847855,0.4261484742164612,0.3736975859066082,0.5091463414634146,0.3590643059292855,0.7884065819586196,0.5092592592592593,0.3398077405027224,0.7882987357400082
194,exact,0,sst2,6,,0.005,0.2,,,0.5424961820809175,0.0,0.4035497474974569,0.42483305475471217,0.0,0.3557876133242724,0.9421796911438418,0.09748820960521698,0.7410946405902621,0.5890327972111513,0.5142176583276988,0.1206896551724138,0.3533456105060954,0.3732369789090191,0.10769230769230773,0.2712932408349356,0.8368531361222267,0.24339647591114044,0.5296776488250562,0.5503048780487805,0.36410118626503746,0.9075597430630472,0.5694444444444444,0.4194730457966197,0.7939952496025298
195,exact,0,sst2,6,,0.05,0.2,,,0.6249279032788758,0.25,0.32221014088227695,0.4969554081743843,0.2,0.3047183532949548,0.8349224007995376,0.06457678228616714,0.6928581066001712,0.6951712725269275,0.6587090564195026,0.3275862068965517,0.2530365717511209,0.5211718003655122,0.25339366515837103,0.23249129722629777,0.7082181423902512,0.1552702933549881,0.5302423271881024,0.6371951219512195,0.4633650106941518,0.8145893100001735,0.6574074074074074,0.4816304134579434,0.7514368943456147
196,exact,0,sst2,3,,0.5,0.2,,,0.48522857274716547,0.0,0.435576104027265,0.3747066873160239,0.0,0.38239728013614976,0.7999138622121377,0.3470669686794281,0.38317892806035814,0.5212924154294862,0.4483006535947712,0.0,0.4032099671207845,0.3021923960971949,0.0,0.3009832885444905,0.8323873043060303,0.43503472208976746,0.35469882516855955,0.5091463414634146,0.3590643059292855,0.7788703963614818,0.5092592592592593,0.3398077405027224,0.7787697258646842
197,exact,0,sst2,3,,0.01,0.2,,,0.5630569261240448,0.037037037037037035,0.3854074445083415,0.4435456707759268,0.03571428571428571,0.3431953875704677,0.8380081637240382,0.11241694539785384,0.6386728070800428,0.6066550356579749,0.5905335812485915,0.2,0.2963454764509134,0.4513622616162584,0.19642857142857145,0.25530087478416685,0.7118021316826344,0.1858043521642685,0.4580706350995574,0.5670731707317073,0.378716177680114,0.8184445250648777,0.5972222222222222,0.4871201200469489,0.7009151535522606
198,exact,0,sst2,3,,0.005,0.2,,,0.5354281939202521,0.0,0.41040858968740423,0.4174523830636957,0.0,0.3612976434681757,0.9658553821429836,0.09566465765237808,0.7626950021866437,0.57466050724575,0.5045278341221546,0.10344827586206896,0.355421222764034,0.352425288205087,0.09375,0.2664245186293082,0.8677720911800861,0.2457766234874725,0.5519163810686826,0.5426829268292683,0.3560978069464773,0.933634056261082,0.5555555555555556,0.38375068027899545,0.8232209037782418
199,exact,0,sst2,3,,0.05,0.2,,,0.6103041355173203,0.2,0.34787462664882635,0.5028857319104306,0.16666666666666669,0.3316871128150883,0.8042210199009402,0.0960112198284178,0.6557193040547816,0.6886689038328895,0.6184397302982496,0.3448275862068966,0.2418610231209988,0.4556755130271197,0.25641025641025644,0.182887669617207,0.6954381346702576,0.16564418375492096,0.5193287848103987,0.6310975609756098,0.4687159448901773,0.7865502034319656,0.6481481481481481,0.4633969345154001,0.6976243844600739
200,exact,1,sst2,6,,0.1,0.8,,,0.5385337732026805,0.0,0.41456619731258776,0.46212179797102537,0.0,0.4008771036943792,2.53261638501058,0.0005136140389367938,2.365163068223895,0.5607549602871661,0.6429030501089325,0.1,0.3941139286822789,0.5644046244136989,0.09090909090909093,0.38853591066095006,1.809502051922027,0.0012305836426094174,2.02943830142549,0.5579268292682927,0.4855131425770743,2.413993288942726,0.5879629629629629,0.5271723860766511,2.0908982587915723
201,exact,1,sst2,6,,0.01,0.8,,,0.6154829461301143,0.125,0.3317690734678157,0.46698589038383104,0.1111111111111111,0.304295286928673,1.14707343022526,0.00398704269900918,1.2240505131158097,0.6696685422601233,0.7705964052287582,0.4666666666666667,0.2121624290063601,0.6907721815389691,0.4258373205741626,0.24881236266646745,0.5307389374822378,0.040544040501117706,0.4450256692234179,0.6219512195121951,0.4844197021414649,1.2076326077076374,0.7268518518518519,0.6566574186299685,0.6394145923011281
202,exact,1,sst2,6,,0.5,0.8,,,0.5147714272528345,0.0,0.435576104027265,0.4542040469213446,0.0,0.42363069670840087,2.708329830416584,0.002956559183076024,2.4259308812953915,0.47870758457051377,0.5516993464052288,0.1,0.4032099671207845,0.4563651291237497,0.09090909090909093,0.3835848074020268,2.4068388732615857,0.004007009323686361,2.208966182270428,0.49085365853658536,0.4416400079923216,2.8081767305489715,0.4907407407407408,0.4263593101236779,2.761797632362383
